"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Wed Jul 02 08:59:57 GMT 2025","skipped","Wed Jul 02 08:59:57 GMT 2025","","test_wifi","",""
"","854","test_lan_interface_address","genexis_pulse-ex400","Wed Jul 02 09:00:34 GMT 2025","passed","Wed Jul 02 09:00:35 GMT 2025","","test_lan","",""
"","93","test_ssh","tplink_tl-wr1043nd-v3","Wed Jul 02 09:05:30 GMT 2025","passed","Wed Jul 02 09:05:30 GMT 2025","","test_base","",""
"","44","test_echo","openwrt_one","Wed Jul 02 08:59:41 GMT 2025","passed","Wed Jul 02 08:59:41 GMT 2025","","test_base","",""
"","2969","test_dropbear_startup","hpe_msm460","Wed Jul 02 09:00:47 GMT 2025","passed","Wed Jul 02 09:00:50 GMT 2025","","test_base","",""
"","46","test_echo","hpe_msm460","Wed Jul 02 09:00:55 GMT 2025","passed","Wed Jul 02 09:00:55 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Wed Jul 02 09:00:34 GMT 2025","skipped","Wed Jul 02 09:00:34 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Wed Jul 02 09:00:57 GMT 2025","skipped","Wed Jul 02 09:00:57 GMT 2025","","test_wifi","",""
"","0","test_apk_procd_installed","tests","Wed Jul 02 08:59:56 GMT 2025","skipped","Wed Jul 02 08:59:56 GMT 2025","","test_apk","",""
"","0","test_opkg_procd_installed","tests","Wed Jul 02 09:00:35 GMT 2025","skipped","Wed Jul 02 09:00:35 GMT 2025","","test_opkg","",""
