"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1455","test_dropbear_startup","qemu-malta-be","Tue Jul 01 00:32:07 GMT 2025","passed","Tue Jul 01 00:32:08 GMT 2025","","test_base","",""
"","46","test_ssh","hpe_msm460","Tue Jul 01 00:32:01 GMT 2025","passed","Tue Jul 01 00:32:01 GMT 2025","","test_base","",""
"","879","test_lan_interface_address","hpe_msm460","Tue Jul 01 00:32:01 GMT 2025","passed","Tue Jul 01 00:32:02 GMT 2025","","test_lan","",""
"","644","test_shell","tplink_tl-wr842n-v3","Tue Jul 01 00:31:52 GMT 2025","passed","Tue Jul 01 00:31:53 GMT 2025","","test_base","",""
"","54","test_ssh","qemu-malta-be","Tue Jul 01 00:32:10 GMT 2025","passed","Tue Jul 01 00:32:10 GMT 2025","","test_base","",""
"","49","test_ubus_system_board","hpe_msm460","Tue Jul 01 00:32:01 GMT 2025","passed","Tue Jul 01 00:32:01 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 01 00:32:36 GMT 2025","skipped","Tue Jul 01 00:32:36 GMT 2025","","test_base","",""
"","268","test_kernel_errors","tplink_tl-wr842n-v3","Tue Jul 01 00:32:26 GMT 2025","passed","Tue Jul 01 00:32:26 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Tue Jul 01 00:32:38 GMT 2025","skipped","Tue Jul 01 00:32:38 GMT 2025","","test_opkg","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 01 00:32:26 GMT 2025","skipped","Tue Jul 01 00:32:26 GMT 2025","","test_base","",""
"","0","test_apk_add_ucert","tests","Tue Jul 01 00:31:07 GMT 2025","skipped","Tue Jul 01 00:31:07 GMT 2025","","test_apk","",""
"","855","test_kernel_errors","qemu-x86-64","Tue Jul 01 00:32:13 GMT 2025","passed","Tue Jul 01 00:32:14 GMT 2025","","test_base","",""
"","844","test_lan_interface_address","tplink_tl-wr842n-v3","Tue Jul 01 00:32:26 GMT 2025","passed","Tue Jul 01 00:32:27 GMT 2025","","test_lan","",""
"","181","test_shell","qemu-x86-64","Tue Jul 01 00:32:07 GMT 2025","passed","Tue Jul 01 00:32:07 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Tue Jul 01 00:32:11 GMT 2025","skipped","Tue Jul 01 00:32:11 GMT 2025","","test_base","",""
"","43","test_echo","hpe_msm460","Tue Jul 01 00:32:01 GMT 2025","passed","Tue Jul 01 00:32:01 GMT 2025","","test_base","",""
"","3456","test_dropbear_startup","qemu-armsr-armv8","Tue Jul 01 00:32:25 GMT 2025","passed","Tue Jul 01 00:32:28 GMT 2025","","test_base","",""
"","40","test_echo","qemu-malta-be","Tue Jul 01 00:32:10 GMT 2025","passed","Tue Jul 01 00:32:11 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 01 00:32:01 GMT 2025","skipped","Tue Jul 01 00:32:01 GMT 2025","","test_base","",""
"","204","test_free_memory","qemu-x86-64","Tue Jul 01 00:32:13 GMT 2025","passed","Tue Jul 01 00:32:13 GMT 2025","","test_base","",""
"","147","test_ssh","qemu-x86-64","Tue Jul 01 00:32:12 GMT 2025","passed","Tue Jul 01 00:32:13 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Tue Jul 01 00:32:02 GMT 2025","skipped","Tue Jul 01 00:32:02 GMT 2025","","test_wifi","",""
"","0","test_apk_procd_installed","tests","Tue Jul 01 00:31:07 GMT 2025","skipped","Tue Jul 01 00:31:07 GMT 2025","","test_apk","",""
"","0","test_https_download","tests","Tue Jul 01 00:32:11 GMT 2025","skipped","Tue Jul 01 00:32:11 GMT 2025","","test_wan","",""
"","288","test_shell","qemu-armsr-armv8","Tue Jul 01 00:32:25 GMT 2025","passed","Tue Jul 01 00:32:25 GMT 2025","","test_base","",""
"","1648","test_kernel_errors","qemu-armsr-armv8","Tue Jul 01 00:32:36 GMT 2025","passed","Tue Jul 01 00:32:38 GMT 2025","","test_base","",""
"","94","test_ubus_system_board","tplink_tl-wr842n-v3","Tue Jul 01 00:32:25 GMT 2025","passed","Tue Jul 01 00:32:26 GMT 2025","","test_base","",""
"","347","test_uname","qemu-armsr-armv8","Tue Jul 01 00:32:35 GMT 2025","passed","Tue Jul 01 00:32:35 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Tue Jul 01 00:32:02 GMT 2025","skipped","Tue Jul 01 00:32:02 GMT 2025","","test_opkg","",""
