"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test filesystem usage on critical mount points.","303","test_filesystem_usage","qemu-malta-be","Thu Jul 17 21:58:09 GMT 2025","passed","Thu Jul 17 21:58:09 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 21:58:24 GMT 2025","skipped","Thu Jul 17 21:58:24 GMT 2025","","test_opkg","",""
"Test filesystem usage on critical mount points.","292","test_filesystem_usage","openwrt_one","Thu Jul 17 21:58:07 GMT 2025","passed","Thu Jul 17 21:58:07 GMT 2025","TestSystemHealth","test_system_health","",""
"","226","test_ssh_supported_algorithms","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:55 GMT 2025","passed","Thu Jul 17 21:59:55 GMT 2025","","test_network_security","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 21:58:17 GMT 2025","skipped","Thu Jul 17 21:58:17 GMT 2025","","test_wifi","",""
"Test number of running processes is reasonable.","212","test_process_count","qemu-x86-64","Thu Jul 17 21:58:25 GMT 2025","passed","Thu Jul 17 21:58:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 21:59:55 GMT 2025","skipped","Thu Jul 17 21:59:55 GMT 2025","","test_opkg","",""
"","266","test_apk_procd_installed","qemu-malta-be","Thu Jul 17 21:57:56 GMT 2025","passed","Thu Jul 17 21:57:56 GMT 2025","TestApk","test_apk","",""
"","87","test_apk_procd_installed","openwrt_one","Thu Jul 17 21:58:01 GMT 2025","passed","Thu Jul 17 21:58:01 GMT 2025","TestApk","test_apk","",""
"Check kernel ring buffer for critical errors.","115","test_kernel_ring_buffer","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:56 GMT 2025","passed","Thu Jul 17 21:59:56 GMT 2025","TestSystemHealth","test_system_health","",""
"","208","test_ssh_supported_algorithms","genexis_pulse-ex400","Thu Jul 17 21:57:57 GMT 2025","passed","Thu Jul 17 21:57:57 GMT 2025","","test_network_security","",""
"Check for zombie processes.","79","test_zombie_processes","genexis_pulse-ex400","Thu Jul 17 21:57:58 GMT 2025","passed","Thu Jul 17 21:57:58 GMT 2025","TestSystemHealth","test_system_health","",""
"","10836","test_apk_add_ucert","qemu-x86-64","Thu Jul 17 21:58:11 GMT 2025","passed","Thu Jul 17 21:58:22 GMT 2025","TestApk","test_apk","",""
"","84","test_uname","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:51 GMT 2025","passed","Thu Jul 17 21:59:51 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4645","test_wifi_wpa3","genexis_pulse-ex400","Thu Jul 17 21:57:58 GMT 2025","passed","Thu Jul 17 21:58:02 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","5022","test_wifi_wpa2","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:08 GMT 2025","passed","Thu Jul 17 21:58:13 GMT 2025","","test_wifi","",""
"Check for zombie processes.","129","test_zombie_processes","qemu-malta-be","Thu Jul 17 21:58:09 GMT 2025","passed","Thu Jul 17 21:58:09 GMT 2025","TestSystemHealth","test_system_health","",""
"Test CPU load is within acceptable limits.","73","test_cpu_load","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:02 GMT 2025","passed","Thu Jul 17 21:58:02 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 21:58:10 GMT 2025","skipped","Thu Jul 17 21:58:10 GMT 2025","","test_wifi","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 21:58:09 GMT 2025","skipped","Thu Jul 17 21:58:09 GMT 2025","","test_opkg","",""
"","1335","test_apk_procd_installed","qemu-x86-64","Thu Jul 17 21:58:10 GMT 2025","passed","Thu Jul 17 21:58:11 GMT 2025","TestApk","test_apk","",""
"Check kernel ring buffer for critical errors.","204","test_kernel_ring_buffer","hpe_msm460","Thu Jul 17 21:57:16 GMT 2025","passed","Thu Jul 17 21:57:17 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Thu Jul 17 21:58:26 GMT 2025","skipped","Thu Jul 17 21:58:26 GMT 2025","","test_wifi","",""
"","0","test_https_download","tests","Thu Jul 17 21:58:03 GMT 2025","skipped","Thu Jul 17 21:58:03 GMT 2025","","test_wan","",""
"","0","test_https_download","tests","Thu Jul 17 21:57:17 GMT 2025","skipped","Thu Jul 17 21:57:17 GMT 2025","","test_wan","",""
"","3858","test_lan_interface_address","tplink_tl-wr1043nd-v3","Thu Jul 17 21:57:58 GMT 2025","passed","Thu Jul 17 21:58:02 GMT 2025","","test_lan","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 21:58:24 GMT 2025","skipped","Thu Jul 17 21:58:24 GMT 2025","","test_opkg","",""
"Test memory usage and check for memory leaks.","85","test_memory_usage","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:55 GMT 2025","passed","Thu Jul 17 21:59:55 GMT 2025","TestSystemHealth","test_system_health","",""
"","50","test_ubus_system_board","hpe_msm460","Thu Jul 17 21:57:15 GMT 2025","passed","Thu Jul 17 21:57:15 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","86","test_open_file_descriptors","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:57 GMT 2025","passed","Thu Jul 17 21:59:57 GMT 2025","TestSystemHealth","test_system_health","",""
"","387","test_apk_procd_installed","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:34 GMT 2025","passed","Thu Jul 17 21:59:34 GMT 2025","TestApk","test_apk","",""
"","89","test_apk_procd_installed","hpe_msm460","Thu Jul 17 21:57:11 GMT 2025","passed","Thu Jul 17 21:57:11 GMT 2025","TestApk","test_apk","",""
"","90","test_ubus_system_board","qemu-malta-be","Thu Jul 17 21:58:08 GMT 2025","passed","Thu Jul 17 21:58:08 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 21:58:02 GMT 2025","skipped","Thu Jul 17 21:58:02 GMT 2025","","test_opkg","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 21:59:55 GMT 2025","skipped","Thu Jul 17 21:59:55 GMT 2025","","test_opkg","",""
"","50","test_uname","openwrt_one","Thu Jul 17 21:58:05 GMT 2025","passed","Thu Jul 17 21:58:05 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 21:57:56 GMT 2025","skipped","Thu Jul 17 21:57:56 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Thu Jul 17 21:58:26 GMT 2025","skipped","Thu Jul 17 21:58:26 GMT 2025","","test_wifi","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 22:00:08 GMT 2025","skipped","Thu Jul 17 22:00:08 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","5312","test_wifi_wpa2","tplink_tl-wdr4300-v1","Thu Jul 17 22:00:02 GMT 2025","passed","Thu Jul 17 22:00:08 GMT 2025","","test_wifi","",""
"Test temperature sensors if available.","71","test_temperature_sensors","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:03 GMT 2025","passed","Thu Jul 17 21:58:03 GMT 2025","TestSystemHealth","test_system_health","",""
"","52","test_uname","genexis_pulse-ex400","Thu Jul 17 21:57:55 GMT 2025","passed","Thu Jul 17 21:57:55 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","71","test_open_file_descriptors","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:03 GMT 2025","passed","Thu Jul 17 21:58:03 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Thu Jul 17 21:58:10 GMT 2025","skipped","Thu Jul 17 21:58:10 GMT 2025","","test_wifi","",""
"Test and record system uptime.","45","test_system_uptime","hpe_msm460","Thu Jul 17 21:57:16 GMT 2025","passed","Thu Jul 17 21:57:16 GMT 2025","TestSystemHealth","test_system_health","",""
"","567","test_shell","hpe_msm460","Thu Jul 17 21:57:11 GMT 2025","passed","Thu Jul 17 21:57:11 GMT 2025","","test_base","",""
"","122","test_lan_interface_address","qemu-x86-64","Thu Jul 17 21:58:23 GMT 2025","passed","Thu Jul 17 21:58:24 GMT 2025","","test_lan","",""
"Test system-wide open file descriptors.","49","test_open_file_descriptors","hpe_msm460","Thu Jul 17 21:57:17 GMT 2025","passed","Thu Jul 17 21:57:17 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4537","test_wifi_wpa3","hpe_msm460","Thu Jul 17 21:57:17 GMT 2025","passed","Thu Jul 17 21:57:21 GMT 2025","","test_wifi","",""
"","848","test_lan_interface_address","hpe_msm460","Thu Jul 17 21:57:15 GMT 2025","passed","Thu Jul 17 21:57:16 GMT 2025","","test_lan","",""
"Test that sufficient entropy is available for cryptographic operations.","53","test_entropy_available","openwrt_one","Thu Jul 17 21:58:07 GMT 2025","passed","Thu Jul 17 21:58:08 GMT 2025","TestSystemHealth","test_system_health","",""
"","143","test_apk_audit","qemu-x86-64","Thu Jul 17 21:58:22 GMT 2025","passed","Thu Jul 17 21:58:22 GMT 2025","TestApk","test_apk","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 21:57:52 GMT 2025","skipped","Thu Jul 17 21:57:52 GMT 2025","TestApk","test_apk","",""
"","80","test_ssh","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:50 GMT 2025","passed","Thu Jul 17 21:59:51 GMT 2025","","test_base","",""
"","34","test_free_memory","qemu-malta-be","Thu Jul 17 21:58:08 GMT 2025","passed","Thu Jul 17 21:58:08 GMT 2025","","test_base","",""
"Check for zombie processes.","66","test_zombie_processes","openwrt_one","Thu Jul 17 21:58:07 GMT 2025","passed","Thu Jul 17 21:58:07 GMT 2025","TestSystemHealth","test_system_health","",""
"Test and record system uptime.","51","test_system_uptime","qemu-malta-be","Thu Jul 17 21:58:09 GMT 2025","passed","Thu Jul 17 21:58:09 GMT 2025","TestSystemHealth","test_system_health","",""
"Test and record system uptime.","71","test_system_uptime","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:03 GMT 2025","passed","Thu Jul 17 21:58:03 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","5091","test_wifi_wpa3","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:03 GMT 2025","passed","Thu Jul 17 21:58:08 GMT 2025","","test_wifi","",""
"","54","test_ubus_system_board","openwrt_one","Thu Jul 17 21:58:05 GMT 2025","passed","Thu Jul 17 21:58:05 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 21:57:57 GMT 2025","skipped","Thu Jul 17 21:57:57 GMT 2025","","test_opkg","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 21:58:13 GMT 2025","skipped","Thu Jul 17 21:58:13 GMT 2025","","test_wifi","",""
"Test memory usage and check for memory leaks.","46","test_memory_usage","hpe_msm460","Thu Jul 17 21:57:16 GMT 2025","passed","Thu Jul 17 21:57:16 GMT 2025","TestSystemHealth","test_system_health","",""
"Test filesystem usage on critical mount points.","438","test_filesystem_usage","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:02 GMT 2025","passed","Thu Jul 17 21:58:03 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 21:57:56 GMT 2025","skipped","Thu Jul 17 21:57:56 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4936","test_wifi_wpa2","genexis_pulse-ex400","Thu Jul 17 21:58:02 GMT 2025","passed","Thu Jul 17 21:58:07 GMT 2025","","test_wifi","",""
"","85","test_free_memory","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:51 GMT 2025","passed","Thu Jul 17 21:59:51 GMT 2025","","test_base","",""
"Test temperature sensors if available.","53","test_temperature_sensors","genexis_pulse-ex400","Thu Jul 17 21:57:57 GMT 2025","passed","Thu Jul 17 21:57:57 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 21:58:26 GMT 2025","skipped","Thu Jul 17 21:58:26 GMT 2025","","test_wifi","",""
"","51","test_echo","openwrt_one","Thu Jul 17 21:58:05 GMT 2025","passed","Thu Jul 17 21:58:05 GMT 2025","","test_base","",""
"","56","test_ssh","genexis_pulse-ex400","Thu Jul 17 21:57:55 GMT 2025","passed","Thu Jul 17 21:57:55 GMT 2025","","test_base","",""
"","528","test_apk_audit","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:34 GMT 2025","passed","Thu Jul 17 21:59:35 GMT 2025","TestApk","test_apk","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 21:57:11 GMT 2025","skipped","Thu Jul 17 21:57:11 GMT 2025","TestApk","test_apk","",""
"","1924","test_dropbear_startup","genexis_pulse-ex400","Thu Jul 17 21:57:53 GMT 2025","passed","Thu Jul 17 21:57:55 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 21:58:07 GMT 2025","skipped","Thu Jul 17 21:58:07 GMT 2025","","test_opkg","",""
"","8660","test_dropbear_startup","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:42 GMT 2025","passed","Thu Jul 17 21:59:50 GMT 2025","","test_base","",""
"","72","test_apk_audit","openwrt_one","Thu Jul 17 21:58:01 GMT 2025","passed","Thu Jul 17 21:58:01 GMT 2025","TestApk","test_apk","",""
"","249","test_dropbear_startup","qemu-malta-be","Thu Jul 17 21:58:07 GMT 2025","passed","Thu Jul 17 21:58:08 GMT 2025","","test_base","",""
"Test number of running processes is reasonable.","90","test_process_count","tplink_tl-wr1043nd-v3","Thu Jul 17 21:58:03 GMT 2025","passed","Thu Jul 17 21:58:03 GMT 2025","TestSystemHealth","test_system_health","",""
"","180","test_ubus_system_board","qemu-x86-64","Thu Jul 17 21:58:23 GMT 2025","passed","Thu Jul 17 21:58:23 GMT 2025","","test_base","",""
"","46","test_ssh","hpe_msm460","Thu Jul 17 21:57:14 GMT 2025","passed","Thu Jul 17 21:57:14 GMT 2025","","test_base","",""
"Test and record system uptime.","108","test_system_uptime","qemu-x86-64","Thu Jul 17 21:58:25 GMT 2025","passed","Thu Jul 17 21:58:25 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 21:57:16 GMT 2025","skipped","Thu Jul 17 21:57:16 GMT 2025","","test_opkg","",""
"Test filesystem usage on critical mount points.","520","test_filesystem_usage","tplink_tl-wdr4300-v1","Thu Jul 17 21:59:55 GMT 2025","passed","Thu Jul 17 21:59:56 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","67","test_entropy_available","genexis_pulse-ex400","Thu Jul 17 21:57:58 GMT 2025","passed","Thu Jul 17 21:57:58 GMT 2025","TestSystemHealth","test_system_health","",""
"Test system-wide open file descriptors.","50","test_open_file_descriptors","openwrt_one","Thu Jul 17 21:58:08 GMT 2025","passed","Thu Jul 17 21:58:08 GMT 2025","TestSystemHealth","test_system_health","",""
"","76","test_ubus_system_board","tplink_tl-wr1043nd-v3","Thu Jul 17 21:57:58 GMT 2025","passed","Thu Jul 17 21:57:58 GMT 2025","","test_base","",""
"","280","test_apk_procd_installed","tplink_tl-wr1043nd-v3","Thu Jul 17 21:57:41 GMT 2025","passed","Thu Jul 17 21:57:41 GMT 2025","TestApk","test_apk","",""
"","23","test_shell","qemu-malta-be","Thu Jul 17 21:58:07 GMT 2025","passed","Thu Jul 17 21:58:07 GMT 2025","","test_base","",""
"Test temperature sensors if available.","42","test_temperature_sensors","qemu-malta-be","Thu Jul 17 21:58:09 GMT 2025","passed","Thu Jul 17 21:58:09 GMT 2025","TestSystemHealth","test_system_health","",""
"","572","test_shell","openwrt_one","Thu Jul 17 21:58:01 GMT 2025","passed","Thu Jul 17 21:58:02 GMT 2025","","test_base","",""
"","140","test_apk_procd_installed","genexis_pulse-ex400","Thu Jul 17 21:57:51 GMT 2025","passed","Thu Jul 17 21:57:52 GMT 2025","TestApk","test_apk","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 21:58:23 GMT 2025","skipped","Thu Jul 17 21:58:23 GMT 2025","","test_base","",""
"","1019","test_firmware_version","genexis_pulse-ex400","Thu Jul 17 21:57:52 GMT 2025","passed","Thu Jul 17 21:57:53 GMT 2025","","test_base","",""
"Test CPU load is within acceptable limits.","51","test_cpu_load","qemu-malta-be","Thu Jul 17 21:58:09 GMT 2025","passed","Thu Jul 17 21:58:09 GMT 2025","TestSystemHealth","test_system_health","",""
"Check kernel ring buffer for critical errors.","130","test_kernel_ring_buffer","openwrt_one","Thu Jul 17 21:58:07 GMT 2025","passed","Thu Jul 17 21:58:07 GMT 2025","TestSystemHealth","test_system_health","",""
