"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 23 15:36:13 GMT 2025","Mon Jun 23 15:36:17 GMT 2025","3853","turris-omnia","test_lan","","","","test_lan_interface_address",""
"passed","Mon Jun 23 15:35:21 GMT 2025","Mon Jun 23 15:35:22 GMT 2025","854","openwrt-one","test_lan","","","","test_lan_interface_address",""
"skipped","Mon Jun 23 15:34:29 GMT 2025","Mon Jun 23 15:34:29 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Mon Jun 23 15:36:42 GMT 2025","Mon Jun 23 15:36:43 GMT 2025","824","genexis-pulse-ex400","test_base","","","","test_echo",""
"passed","Mon Jun 23 15:35:11 GMT 2025","Mon Jun 23 15:35:12 GMT 2025","578","openwrt-one","test_base","","","","test_shell",""
"passed","Mon Jun 23 15:36:57 GMT 2025","Mon Jun 23 15:37:01 GMT 2025","3857","genexis-pulse-ex400","test_base","","","","test_kernel_errors",""
"skipped","Mon Jun 23 15:37:02 GMT 2025","Mon Jun 23 15:37:02 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Mon Jun 23 15:36:41 GMT 2025","Mon Jun 23 15:36:42 GMT 2025","655","genexis-pulse-ex400","test_base","","","","test_shell",""
"passed","Mon Jun 23 15:35:57 GMT 2025","Mon Jun 23 15:35:59 GMT 2025","2890","turris-omnia","test_base","","","","test_free_memory",""
"passed","Mon Jun 23 15:35:17 GMT 2025","Mon Jun 23 15:35:17 GMT 2025","53","openwrt-one","test_base","","","","test_ssh",""
"skipped","Mon Jun 23 15:36:05 GMT 2025","Mon Jun 23 15:36:05 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"failed","Mon Jun 23 15:36:45 GMT 2025","Mon Jun 23 15:36:46 GMT 2025","905","genexis-pulse-ex400","test_base","","","","test_port_22_open",""
"skipped","Mon Jun 23 15:35:17 GMT 2025","Mon Jun 23 15:35:17 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Mon Jun 23 15:35:52 GMT 2025","Mon Jun 23 15:35:57 GMT 2025","4316","turris-omnia","test_base","","","","test_ubus_system_board",""
"passed","Mon Jun 23 15:35:14 GMT 2025","Mon Jun 23 15:35:15 GMT 2025","670","openwrt-one","test_base","","","","test_free_memory",""
"skipped","Mon Jun 23 15:36:17 GMT 2025","Mon Jun 23 15:36:17 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Mon Jun 23 15:35:45 GMT 2025","Mon Jun 23 15:35:49 GMT 2025","3884","turris-omnia","test_base","","","","test_echo",""
"skipped","Mon Jun 23 15:35:22 GMT 2025","Mon Jun 23 15:35:22 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Mon Jun 23 15:35:49 GMT 2025","Mon Jun 23 15:35:52 GMT 2025","2928","turris-omnia","test_base","","","","test_uname",""
"skipped","Mon Jun 23 15:35:22 GMT 2025","Mon Jun 23 15:35:22 GMT 2025","0","tests","test_wan","","","","test_https_download",""
