"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 24 20:31:02 GMT 2025","Tue Jun 24 20:31:02 GMT 2025","53","turris-omnia","test_base","","","","test_ssh",""
"passed","Tue Jun 24 20:29:23 GMT 2025","Tue Jun 24 20:29:24 GMT 2025","167","qemu-x86-64","test_base","","","","test_ssh",""
"skipped","Tue Jun 24 20:30:37 GMT 2025","Tue Jun 24 20:30:37 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Tue Jun 24 20:39:43 GMT 2025","Tue Jun 24 20:39:43 GMT 2025","0","","","","","","test_shell",""
"passed","Tue Jun 24 20:30:48 GMT 2025","Tue Jun 24 20:30:51 GMT 2025","2889","turris-omnia","test_base","","","","test_free_memory",""
"passed","Tue Jun 24 20:29:24 GMT 2025","Tue Jun 24 20:29:26 GMT 2025","2355","qemu-x86-64","test_base","","","","test_kernel_errors",""
"passed","Tue Jun 24 20:29:19 GMT 2025","Tue Jun 24 20:29:19 GMT 2025","187","qemu-x86-64","test_base","","","","test_free_memory",""
"skipped","Tue Jun 24 20:40:20 GMT 2025","Tue Jun 24 20:40:20 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Tue Jun 24 20:28:57 GMT 2025","Tue Jun 24 20:28:57 GMT 2025","74","genexis-pulse-ex400","test_base","","","","test_ssh",""
"passed","Tue Jun 24 20:30:36 GMT 2025","Tue Jun 24 20:30:37 GMT 2025","853","tplink_tl-wdr3600-v1","test_lan","","","","test_lan_interface_address",""
"skipped","Tue Jun 24 20:28:47 GMT 2025","Tue Jun 24 20:28:47 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Tue Jun 24 20:30:33 GMT 2025","Tue Jun 24 20:30:33 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Tue Jun 24 20:29:01 GMT 2025","Tue Jun 24 20:29:02 GMT 2025","1202","qemu-malta-be","test_base","","","","test_kernel_errors",""
"passed","Tue Jun 24 20:28:49 GMT 2025","Tue Jun 24 20:28:50 GMT 2025","964","genexis-pulse-ex400","test_base","","","","test_ubus_system_board",""
"passed","Tue Jun 24 20:29:52 GMT 2025","Tue Jun 24 20:29:53 GMT 2025","863","tplink_tl-wdr3600-v1","test_base","","","","test_echo",""
"passed","Tue Jun 24 20:29:55 GMT 2025","Tue Jun 24 20:29:56 GMT 2025","659","tplink_tl-wdr3600-v1","test_base","","","","test_free_memory",""
"skipped","Tue Jun 24 20:30:37 GMT 2025","Tue Jun 24 20:30:37 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Tue Jun 24 20:29:24 GMT 2025","Tue Jun 24 20:29:24 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Tue Jun 24 20:30:44 GMT 2025","Tue Jun 24 20:30:48 GMT 2025","4316","turris-omnia","test_base","","","","test_ubus_system_board",""
"passed","Tue Jun 24 20:29:18 GMT 2025","Tue Jun 24 20:29:19 GMT 2025","463","qemu-x86-64","test_base","","","","test_ubus_system_board",""
"skipped","Tue Jun 24 20:29:24 GMT 2025","Tue Jun 24 20:29:24 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Tue Jun 24 20:28:51 GMT 2025","Tue Jun 24 20:28:54 GMT 2025","2944","genexis-pulse-ex400","test_base","","","","test_dropbear_startup",""
"skipped","Tue Jun 24 20:28:57 GMT 2025","Tue Jun 24 20:28:57 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Tue Jun 24 20:28:47 GMT 2025","Tue Jun 24 20:28:47 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Tue Jun 24 20:31:02 GMT 2025","Tue Jun 24 20:31:10 GMT 2025","7703","turris-omnia","test_base","","","","test_kernel_errors",""
"passed","Tue Jun 24 20:29:53 GMT 2025","Tue Jun 24 20:29:54 GMT 2025","671","tplink_tl-wdr3600-v1","test_base","","","","test_uname",""
"passed","Tue Jun 24 20:30:33 GMT 2025","Tue Jun 24 20:30:33 GMT 2025","103","tplink_tl-wdr3600-v1","test_base","","","","test_ssh",""
"skipped","Tue Jun 24 20:29:27 GMT 2025","Tue Jun 24 20:29:27 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Tue Jun 24 20:28:57 GMT 2025","Tue Jun 24 20:28:57 GMT 2025","141","qemu-malta-be","test_base","","","","test_shell",""
"skipped","Tue Jun 24 20:31:02 GMT 2025","Tue Jun 24 20:31:02 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Tue Jun 24 20:30:51 GMT 2025","Tue Jun 24 20:31:01 GMT 2025","9725","turris-omnia","test_base","","","","test_dropbear_startup",""
