"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 29 15:53:50 GMT 2025","Sun Jun 29 15:53:51 GMT 2025","119","qemu-x86-64","test_base","","","","test_echo",""
"passed","Sun Jun 29 15:52:56 GMT 2025","Sun Jun 29 15:52:58 GMT 2025","1404","qemu-malta-be","test_base","","","","test_dropbear_startup",""
"skipped","Sun Jun 29 15:53:51 GMT 2025","Sun Jun 29 15:53:51 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Sun Jun 29 15:53:52 GMT 2025","Sun Jun 29 15:53:52 GMT 2025","168","qemu-x86-64","test_lan","","","","test_lan_interface_address",""
"skipped","Sun Jun 29 15:52:30 GMT 2025","Sun Jun 29 15:52:30 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Sun Jun 29 15:53:02 GMT 2025","Sun Jun 29 15:53:02 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Sun Jun 29 15:53:02 GMT 2025","Sun Jun 29 15:53:02 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Sun Jun 29 15:52:36 GMT 2025","Sun Jun 29 15:52:36 GMT 2025","0","","","","","","test_shell",""
"passed","Sun Jun 29 15:53:00 GMT 2025","Sun Jun 29 15:53:00 GMT 2025","44","qemu-malta-be","test_base","","","","test_echo",""
"skipped","Sun Jun 29 15:53:52 GMT 2025","Sun Jun 29 15:53:52 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
