"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 25 08:17:51 GMT 2025","Wed Jun 25 08:17:51 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 08:16:36 GMT 2025","Wed Jun 25 08:16:36 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Wed Jun 25 08:17:51 GMT 2025","Wed Jun 25 08:17:51 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 08:17:12 GMT 2025","Wed Jun 25 08:17:12 GMT 2025","47","qemu-malta-be","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 08:17:13 GMT 2025","Wed Jun 25 08:17:13 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 08:17:51 GMT 2025","Wed Jun 25 08:17:51 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 08:17:19 GMT 2025","Wed Jun 25 08:17:19 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Wed Jun 25 08:16:58 GMT 2025","Wed Jun 25 08:16:59 GMT 2025","659","hp-msm460","test_base","","","","test_uname",""
"passed","Wed Jun 25 08:18:55 GMT 2025","Wed Jun 25 08:18:59 GMT 2025","3824","turris-omnia","test_base","","","","test_echo",""
"skipped","Wed Jun 25 08:17:06 GMT 2025","Wed Jun 25 08:17:06 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Wed Jun 25 08:18:19 GMT 2025","Wed Jun 25 08:19:07 GMT 2025","47398","tplink_tl-wdr3600-v1","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 08:19:22 GMT 2025","Wed Jun 25 08:19:24 GMT 2025","2767","tplink_tl-wdr3600-v1","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 08:17:01 GMT 2025","Wed Jun 25 08:17:04 GMT 2025","3009","hp-msm460","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 08:17:02 GMT 2025","Wed Jun 25 08:17:02 GMT 2025","669","openwrt-one","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 08:17:16 GMT 2025","Wed Jun 25 08:17:16 GMT 2025","489","qemu-x86-64","test_base","","","","test_ubus_system_board",""
"skipped","Wed Jun 25 08:17:51 GMT 2025","Wed Jun 25 08:17:51 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 08:17:15 GMT 2025","Wed Jun 25 08:17:16 GMT 2025","957","genexis-pulse-ex400","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 08:19:28 GMT 2025","Wed Jun 25 08:19:32 GMT 2025","3854","turris-omnia","test_lan","","","","test_lan_interface_address",""
"skipped","Wed Jun 25 08:17:19 GMT 2025","Wed Jun 25 08:17:19 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Wed Jun 25 08:17:45 GMT 2025","Wed Jun 25 08:17:45 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 08:17:46 GMT 2025","Wed Jun 25 08:17:46 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 08:19:32 GMT 2025","Wed Jun 25 08:19:32 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 08:19:22 GMT 2025","Wed Jun 25 08:19:22 GMT 2025","92","tplink_tl-wdr3600-v1","test_base","","","","test_ssh",""
"passed","Wed Jun 25 08:17:13 GMT 2025","Wed Jun 25 08:17:13 GMT 2025","73","qemu-malta-be","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 08:19:24 GMT 2025","Wed Jun 25 08:19:25 GMT 2025","851","tplink_tl-wdr3600-v1","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 08:17:35 GMT 2025","Wed Jun 25 08:17:36 GMT 2025","341","qemu-armsr-armv8","test_base","","","","test_echo",""
"passed","Wed Jun 25 08:18:16 GMT 2025","Wed Jun 25 08:18:16 GMT 2025","636","tplink_tl-wdr3600-v1","test_base","","","","test_shell",""
"skipped","Wed Jun 25 08:17:09 GMT 2025","Wed Jun 25 08:17:09 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 08:19:25 GMT 2025","Wed Jun 25 08:19:25 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 08:17:31 GMT 2025","Wed Jun 25 08:17:31 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 08:17:22 GMT 2025","Wed Jun 25 08:17:24 GMT 2025","2338","qemu-x86-64","test_base","","","","test_kernel_errors",""
"skipped","Wed Jun 25 08:19:20 GMT 2025","Wed Jun 25 08:19:20 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 08:17:09 GMT 2025","Wed Jun 25 08:17:09 GMT 2025","55","hp-msm460","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 08:16:17 GMT 2025","Wed Jun 25 08:16:17 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 08:16:59 GMT 2025","Wed Jun 25 08:17:00 GMT 2025","838","openwrt-one","test_base","","","","test_echo",""
"passed","Wed Jun 25 08:17:16 GMT 2025","Wed Jun 25 08:17:16 GMT 2025","171","qemu-x86-64","test_base","","","","test_echo",""
"passed","Wed Jun 25 08:17:10 GMT 2025","Wed Jun 25 08:17:11 GMT 2025","857","openwrt-one","test_lan","","","","test_lan_interface_address",""
"skipped","Wed Jun 25 08:16:16 GMT 2025","Wed Jun 25 08:16:16 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Wed Jun 25 08:17:25 GMT 2025","Wed Jun 25 08:17:25 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 08:16:39 GMT 2025","Wed Jun 25 08:16:39 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 08:17:07 GMT 2025","Wed Jun 25 08:17:07 GMT 2025","41","qemu-malta-be","test_base","","","","test_shell",""
"passed","Wed Jun 25 08:17:00 GMT 2025","Wed Jun 25 08:17:01 GMT 2025","649","hp-msm460","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 08:16:57 GMT 2025","Wed Jun 25 08:16:58 GMT 2025","607","hp-msm460","test_base","","","","test_shell",""
"skipped","Wed Jun 25 08:19:32 GMT 2025","Wed Jun 25 08:19:32 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 08:17:25 GMT 2025","Wed Jun 25 08:17:25 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Wed Jun 25 08:17:24 GMT 2025","Wed Jun 25 08:17:25 GMT 2025","217","qemu-x86-64","test_lan","","","","test_lan_interface_address",""
"skipped","Wed Jun 25 08:17:35 GMT 2025","Wed Jun 25 08:17:35 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 08:16:16 GMT 2025","Wed Jun 25 08:16:16 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 08:19:02 GMT 2025","Wed Jun 25 08:19:06 GMT 2025","4316","turris-omnia","test_base","","","","test_ubus_system_board",""
"skipped","Wed Jun 25 08:19:25 GMT 2025","Wed Jun 25 08:19:25 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 08:17:19 GMT 2025","Wed Jun 25 08:17:19 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 08:17:45 GMT 2025","Wed Jun 25 08:17:45 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 08:19:09 GMT 2025","Wed Jun 25 08:19:19 GMT 2025","9721","turris-omnia","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 08:17:31 GMT 2025","Wed Jun 25 08:17:31 GMT 2025","67","genexis-pulse-ex400","test_base","","","","test_ssh",""
"passed","Wed Jun 25 08:17:15 GMT 2025","Wed Jun 25 08:17:16 GMT 2025","176","qemu-x86-64","test_base","","","","test_shell",""
"skipped","Wed Jun 25 08:17:31 GMT 2025","Wed Jun 25 08:17:31 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 08:17:06 GMT 2025","Wed Jun 25 08:17:06 GMT 2025","48","openwrt-one","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 08:19:25 GMT 2025","Wed Jun 25 08:19:25 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 08:17:46 GMT 2025","Wed Jun 25 08:17:46 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 08:18:17 GMT 2025","Wed Jun 25 08:18:18 GMT 2025","675","tplink_tl-wdr3600-v1","test_base","","","","test_uname",""
"skipped","Wed Jun 25 08:17:12 GMT 2025","Wed Jun 25 08:17:12 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Wed Jun 25 08:18:52 GMT 2025","Wed Jun 25 08:18:55 GMT 2025","2622","turris-omnia","test_base","","","","test_shell",""
"skipped","Wed Jun 25 08:17:19 GMT 2025","Wed Jun 25 08:17:19 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 08:17:16 GMT 2025","Wed Jun 25 08:17:16 GMT 2025","242","qemu-x86-64","test_base","","","","test_uname",""
"skipped","Wed Jun 25 08:17:06 GMT 2025","Wed Jun 25 08:17:06 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 08:17:17 GMT 2025","Wed Jun 25 08:17:18 GMT 2025","1538","qemu-x86-64","test_base","","","","test_dropbear_startup",""
"skipped","Wed Jun 25 08:16:16 GMT 2025","Wed Jun 25 08:16:16 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 08:17:07 GMT 2025","Wed Jun 25 08:17:07 GMT 2025","66","qemu-malta-be","test_base","","","","test_echo",""
"skipped","Wed Jun 25 08:17:25 GMT 2025","Wed Jun 25 08:17:25 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 08:17:08 GMT 2025","Wed Jun 25 08:17:08 GMT 2025","73","qemu-malta-be","test_base","","","","test_free_memory",""
"skipped","Wed Jun 25 08:19:20 GMT 2025","Wed Jun 25 08:19:20 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 08:17:35 GMT 2025","Wed Jun 25 08:17:35 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 08:18:16 GMT 2025","Wed Jun 25 08:18:17 GMT 2025","854","tplink_tl-wdr3600-v1","test_base","","","","test_echo",""
"passed","Wed Jun 25 08:17:12 GMT 2025","Wed Jun 25 08:17:13 GMT 2025","1364","qemu-malta-be","test_base","","","","test_kernel_errors",""
"skipped","Wed Jun 25 08:19:22 GMT 2025","Wed Jun 25 08:19:22 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Wed Jun 25 08:19:20 GMT 2025","Wed Jun 25 08:19:28 GMT 2025","7678","turris-omnia","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 08:17:22 GMT 2025","Wed Jun 25 08:17:22 GMT 2025","135","qemu-x86-64","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 08:16:51 GMT 2025","Wed Jun 25 08:16:51 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 08:17:35 GMT 2025","Wed Jun 25 08:17:35 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Wed Jun 25 08:16:59 GMT 2025","Wed Jun 25 08:17:00 GMT 2025","1000","hp-msm460","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 08:17:09 GMT 2025","Wed Jun 25 08:17:18 GMT 2025","9536","hp-msm460","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 08:17:01 GMT 2025","Wed Jun 25 08:17:02 GMT 2025","971","openwrt-one","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 08:17:00 GMT 2025","Wed Jun 25 08:17:01 GMT 2025","679","openwrt-one","test_base","","","","test_uname",""
"skipped","Wed Jun 25 08:17:13 GMT 2025","Wed Jun 25 08:17:13 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Wed Jun 25 08:17:37 GMT 2025","Wed Jun 25 08:17:41 GMT 2025","3201","qemu-armsr-armv8","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 08:17:37 GMT 2025","Wed Jun 25 08:17:37 GMT 2025","503","qemu-armsr-armv8","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 08:17:45 GMT 2025","Wed Jun 25 08:17:51 GMT 2025","5511","qemu-armsr-armv8","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 08:17:35 GMT 2025","Wed Jun 25 08:17:35 GMT 2025","298","qemu-armsr-armv8","test_base","","","","test_shell",""
"skipped","Wed Jun 25 08:17:12 GMT 2025","Wed Jun 25 08:17:12 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 08:19:32 GMT 2025","Wed Jun 25 08:19:32 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Wed Jun 25 08:16:58 GMT 2025","Wed Jun 25 08:16:58 GMT 2025","805","hp-msm460","test_base","","","","test_echo",""
"skipped","Wed Jun 25 08:17:11 GMT 2025","Wed Jun 25 08:17:11 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Wed Jun 25 08:16:51 GMT 2025","Wed Jun 25 08:16:51 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 08:17:16 GMT 2025","Wed Jun 25 08:17:25 GMT 2025","9070","genexis-pulse-ex400","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 08:19:06 GMT 2025","Wed Jun 25 08:19:09 GMT 2025","2889","turris-omnia","test_base","","","","test_free_memory",""
"skipped","Wed Jun 25 08:17:31 GMT 2025","Wed Jun 25 08:17:31 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 08:16:39 GMT 2025","Wed Jun 25 08:16:39 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Wed Jun 25 08:17:09 GMT 2025","Wed Jun 25 08:17:09 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 08:17:31 GMT 2025","Wed Jun 25 08:17:31 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 08:17:06 GMT 2025","Wed Jun 25 08:17:10 GMT 2025","3717","openwrt-one","test_base","","","","test_kernel_errors",""
"skipped","Wed Jun 25 08:17:22 GMT 2025","Wed Jun 25 08:17:22 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 08:17:07 GMT 2025","Wed Jun 25 08:17:07 GMT 2025","62","qemu-malta-be","test_base","","","","test_uname",""
"skipped","Wed Jun 25 08:17:11 GMT 2025","Wed Jun 25 08:17:11 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 08:16:36 GMT 2025","Wed Jun 25 08:16:36 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 08:17:07 GMT 2025","Wed Jun 25 08:17:08 GMT 2025","141","qemu-malta-be","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 08:17:02 GMT 2025","Wed Jun 25 08:17:05 GMT 2025","2967","openwrt-one","test_base","","","","test_dropbear_startup",""
"skipped","Wed Jun 25 08:16:16 GMT 2025","Wed Jun 25 08:16:16 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Wed Jun 25 08:17:11 GMT 2025","Wed Jun 25 08:17:11 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 08:16:17 GMT 2025","Wed Jun 25 08:16:17 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Wed Jun 25 08:19:32 GMT 2025","Wed Jun 25 08:19:32 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Wed Jun 25 08:17:51 GMT 2025","Wed Jun 25 08:17:51 GMT 2025","482","qemu-armsr-armv8","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 08:17:16 GMT 2025","Wed Jun 25 08:17:16 GMT 2025","684","genexis-pulse-ex400","test_base","","","","test_free_memory",""
"skipped","Wed Jun 25 08:17:11 GMT 2025","Wed Jun 25 08:17:11 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Wed Jun 25 08:17:35 GMT 2025","Wed Jun 25 08:17:35 GMT 2025","855","genexis-pulse-ex400","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 08:17:31 GMT 2025","Wed Jun 25 08:17:35 GMT 2025","3965","genexis-pulse-ex400","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 08:17:36 GMT 2025","Wed Jun 25 08:17:36 GMT 2025","546","qemu-armsr-armv8","test_base","","","","test_uname",""
"skipped","Wed Jun 25 08:19:25 GMT 2025","Wed Jun 25 08:19:25 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 08:18:19 GMT 2025","Wed Jun 25 08:18:19 GMT 2025","664","tplink_tl-wdr3600-v1","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 08:18:18 GMT 2025","Wed Jun 25 08:18:19 GMT 2025","978","tplink_tl-wdr3600-v1","test_base","","","","test_ubus_system_board",""
