"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_sysupgrade_backup_u","tests","Wed Jul 02 13:24:25 GMT 2025","skipped","Wed Jul 02 13:24:25 GMT 2025","","test_base","",""
"","81","test_free_memory","tplink_tl-wdr3600-v1","Wed Jul 02 13:22:57 GMT 2025","passed","Wed Jul 02 13:22:57 GMT 2025","","test_base","",""
"","37339","test_dropbear_startup","tplink_tl-wdr3600-v1","Wed Jul 02 13:22:05 GMT 2025","passed","Wed Jul 02 13:22:43 GMT 2025","","test_base","",""
"","53","test_uname","openwrt_one","Wed Jul 02 13:24:07 GMT 2025","passed","Wed Jul 02 13:24:07 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Wed Jul 02 13:24:07 GMT 2025","skipped","Wed Jul 02 13:24:07 GMT 2025","","test_base","",""
"","570","test_shell","openwrt_one","Wed Jul 02 13:23:59 GMT 2025","passed","Wed Jul 02 13:24:00 GMT 2025","","test_base","",""
"","0","test_apk_procd_installed","tests","Wed Jul 02 13:21:19 GMT 2025","skipped","Wed Jul 02 13:21:19 GMT 2025","","test_apk","",""
"","0","test_opkg_procd_installed","tests","Wed Jul 02 13:24:29 GMT 2025","skipped","Wed Jul 02 13:24:29 GMT 2025","","test_opkg","",""
"","77","test_ssh","qemu-malta-be","Wed Jul 02 13:23:27 GMT 2025","passed","Wed Jul 02 13:23:27 GMT 2025","","test_base","",""
"","50","test_free_memory","hpe_msm460","Wed Jul 02 13:22:25 GMT 2025","passed","Wed Jul 02 13:22:25 GMT 2025","","test_base","",""
"","0","test_apk_procd_installed","tests","Wed Jul 02 13:23:19 GMT 2025","skipped","Wed Jul 02 13:23:19 GMT 2025","","test_apk","",""
"","59","test_ubus_system_board","cznic_turris-omnia","Wed Jul 02 13:24:25 GMT 2025","passed","Wed Jul 02 13:24:25 GMT 2025","","test_base","",""
"","85","test_free_memory","openwrt_one","Wed Jul 02 13:24:07 GMT 2025","passed","Wed Jul 02 13:24:07 GMT 2025","","test_base","",""
"","0","test_apk_procd_installed","tests","Wed Jul 02 13:22:47 GMT 2025","skipped","Wed Jul 02 13:22:47 GMT 2025","","test_apk","",""
"","127","test_ubus_system_board","qemu-malta-be","Wed Jul 02 13:23:27 GMT 2025","passed","Wed Jul 02 13:23:27 GMT 2025","","test_base","",""
"","41","test_firmware_version","qemu-malta-be","Wed Jul 02 13:23:23 GMT 2025","passed","Wed Jul 02 13:23:23 GMT 2025","","test_base","",""
"","147","test_echo","qemu-x86-64","Wed Jul 02 13:25:22 GMT 2025","passed","Wed Jul 02 13:25:22 GMT 2025","","test_base","",""
"","369","test_kernel_errors","qemu-malta-be","Wed Jul 02 13:23:28 GMT 2025","passed","Wed Jul 02 13:23:28 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Wed Jul 02 13:25:23 GMT 2025","skipped","Wed Jul 02 13:25:23 GMT 2025","","test_base","",""
"","873","test_lan_interface_address","openwrt_one","Wed Jul 02 13:24:07 GMT 2025","passed","Wed Jul 02 13:24:08 GMT 2025","","test_lan","",""
