"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test and record system uptime.","55","test_system_uptime","genexis_pulse-ex400","Sat Jul 12 14:08:29 GMT 2025","passed","Sat Jul 12 14:08:29 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_apk_procd_installed","tests","Sat Jul 12 14:08:25 GMT 2025","skipped","Sat Jul 12 14:08:25 GMT 2025","","test_apk","",""
"","77","test_uname","qemu-malta-be","Sat Jul 12 14:09:33 GMT 2025","passed","Sat Jul 12 14:09:33 GMT 2025","","test_base","",""
"Test number of running processes is reasonable.","145","test_process_count","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"","70","test_echo","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:01 GMT 2025","passed","Sat Jul 12 14:10:01 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","49","test_open_file_descriptors","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","100","test_zombie_processes","genexis_pulse-ex400","Sat Jul 12 14:08:30 GMT 2025","passed","Sat Jul 12 14:08:30 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_apk_add_ucert","tests","Sat Jul 12 14:08:25 GMT 2025","skipped","Sat Jul 12 14:08:25 GMT 2025","","test_apk","",""
"Check kernel ring buffer for critical errors.","129","test_kernel_ring_buffer","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:04 GMT 2025","passed","Sat Jul 12 14:10:04 GMT 2025","TestSystemHealth","test_system_health","",""
"Check kernel ring buffer for critical errors.","101","test_kernel_ring_buffer","qemu-malta-be","Sat Jul 12 14:09:34 GMT 2025","passed","Sat Jul 12 14:09:34 GMT 2025","TestSystemHealth","test_system_health","",""
"","864","test_lan_interface_address","genexis_pulse-ex400","Sat Jul 12 14:08:28 GMT 2025","passed","Sat Jul 12 14:08:29 GMT 2025","","test_lan","",""
"Test system-wide open file descriptors.","181","test_open_file_descriptors","qemu-x86-64","Sat Jul 12 14:09:09 GMT 2025","passed","Sat Jul 12 14:09:10 GMT 2025","TestSystemHealth","test_system_health","",""
"","313","test_kernel_errors","qemu-malta-be","Sat Jul 12 14:09:33 GMT 2025","passed","Sat Jul 12 14:09:33 GMT 2025","","test_base","",""
"","0","test_apk_add_ucert","tests","Sat Jul 12 14:08:17 GMT 2025","skipped","Sat Jul 12 14:08:17 GMT 2025","","test_apk","",""
"Test that sufficient entropy is available for cryptographic operations.","106","test_entropy_available","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"","230","test_ubus_system_board","qemu-x86-64","Sat Jul 12 14:09:05 GMT 2025","passed","Sat Jul 12 14:09:05 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Sat Jul 12 14:09:10 GMT 2025","skipped","Sat Jul 12 14:09:10 GMT 2025","","test_wifi","",""
"","561","test_ssh_supported_algorithms","qemu-x86-64","Sat Jul 12 14:09:06 GMT 2025","passed","Sat Jul 12 14:09:07 GMT 2025","","test_network_security","",""
"Test system-wide open file descriptors.","58","test_open_file_descriptors","genexis_pulse-ex400","Sat Jul 12 14:08:30 GMT 2025","passed","Sat Jul 12 14:08:30 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup_u","tests","Sat Jul 12 14:07:55 GMT 2025","skipped","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Sat Jul 12 14:10:03 GMT 2025","skipped","Sat Jul 12 14:10:03 GMT 2025","","test_opkg","",""
"Check kernel ring buffer for critical errors.","120","test_kernel_ring_buffer","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"","90","test_kernel_errors","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"","0","test_apk_add_ucert","tests","Sat Jul 12 14:09:01 GMT 2025","skipped","Sat Jul 12 14:09:01 GMT 2025","","test_apk","",""
"Test and record system uptime.","50","test_system_uptime","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Sat Jul 12 14:07:57 GMT 2025","skipped","Sat Jul 12 14:07:57 GMT 2025","","test_opkg","",""
"Check for zombie processes.","398","test_zombie_processes","qemu-x86-64","Sat Jul 12 14:09:09 GMT 2025","passed","Sat Jul 12 14:09:09 GMT 2025","TestSystemHealth","test_system_health","",""
"","51","test_lan_interface_address","qemu-malta-be","Sat Jul 12 14:09:33 GMT 2025","passed","Sat Jul 12 14:09:33 GMT 2025","","test_lan","",""
"","0","test_https_download","tests","Sat Jul 12 14:09:35 GMT 2025","skipped","Sat Jul 12 14:09:35 GMT 2025","","test_wan","",""
"","0","test_sysupgrade_backup","tests","Sat Jul 12 14:09:33 GMT 2025","skipped","Sat Jul 12 14:09:33 GMT 2025","","test_base","",""
"Check for zombie processes.","64","test_zombie_processes","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Sat Jul 12 14:10:11 GMT 2025","skipped","Sat Jul 12 14:10:11 GMT 2025","","test_opkg","",""
"Test number of running processes is reasonable.","291","test_process_count","qemu-x86-64","Sat Jul 12 14:09:08 GMT 2025","passed","Sat Jul 12 14:09:09 GMT 2025","TestSystemHealth","test_system_health","",""
"","35697","test_dropbear_startup","tplink_tl-wdr3600-v1","Sat Jul 12 14:09:10 GMT 2025","passed","Sat Jul 12 14:09:46 GMT 2025","","test_base","",""
"","96","test_ubus_system_board","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:01 GMT 2025","passed","Sat Jul 12 14:10:01 GMT 2025","","test_base","",""
"","336","test_dropbear_startup","qemu-malta-be","Sat Jul 12 14:09:28 GMT 2025","passed","Sat Jul 12 14:09:29 GMT 2025","","test_base","",""
"","864","test_lan_interface_address","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:56 GMT 2025","","test_lan","",""
"","0","test_opkg_procd_installed","tests","Sat Jul 12 14:08:29 GMT 2025","skipped","Sat Jul 12 14:08:29 GMT 2025","","test_opkg","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Sat Jul 12 14:10:23 GMT 2025","skipped","Sat Jul 12 14:10:23 GMT 2025","","test_wifi","",""
"Check for zombie processes.","104","test_zombie_processes","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:04 GMT 2025","passed","Sat Jul 12 14:10:04 GMT 2025","TestSystemHealth","test_system_health","",""
"","194","test_ssh_supported_algorithms","openwrt_one","Sat Jul 12 14:07:56 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","","test_network_security","",""
"Check for zombie processes.","151","test_zombie_processes","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"Check kernel ring buffer for critical errors.","93","test_kernel_ring_buffer","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","failed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","160","test_memory_usage","qemu-x86-64","Sat Jul 12 14:09:07 GMT 2025","passed","Sat Jul 12 14:09:07 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Sat Jul 12 14:09:34 GMT 2025","skipped","Sat Jul 12 14:09:34 GMT 2025","","test_opkg","",""
"","239","test_kernel_errors","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:06 GMT 2025","passed","Sat Jul 12 14:10:07 GMT 2025","","test_base","",""
"Test that sufficient entropy is available for cryptographic operations.","225","test_entropy_available","qemu-x86-64","Sat Jul 12 14:09:09 GMT 2025","passed","Sat Jul 12 14:09:09 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4488","test_wifi_wpa2","openwrt_one","Sat Jul 12 14:08:02 GMT 2025","passed","Sat Jul 12 14:08:06 GMT 2025","","test_wifi","",""
"","2633","test_shell","tplink_tl-wr1043nd-v3","Sat Jul 12 14:09:28 GMT 2025","passed","Sat Jul 12 14:09:30 GMT 2025","","test_base","",""
"Check kernel ring buffer for critical errors.","175","test_kernel_ring_buffer","qemu-x86-64","Sat Jul 12 14:09:08 GMT 2025","passed","Sat Jul 12 14:09:08 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_shell","","Sat Jul 12 14:07:09 GMT 2025","skipped","Sat Jul 12 14:07:09 GMT 2025","","","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Sat Jul 12 14:10:15 GMT 2025","skipped","Sat Jul 12 14:10:15 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Sat Jul 12 14:09:35 GMT 2025","skipped","Sat Jul 12 14:09:35 GMT 2025","","test_wifi","",""
"","86","test_ssh","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:06 GMT 2025","passed","Sat Jul 12 14:10:06 GMT 2025","","test_base","",""
"","228","test_ssh_supported_algorithms","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:03 GMT 2025","passed","Sat Jul 12 14:10:03 GMT 2025","","test_network_security","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Sat Jul 12 14:08:06 GMT 2025","skipped","Sat Jul 12 14:08:06 GMT 2025","","test_wifi","",""
"Test that sufficient entropy is available for cryptographic operations.","57","test_entropy_available","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","60","test_entropy_available","qemu-malta-be","Sat Jul 12 14:09:35 GMT 2025","passed","Sat Jul 12 14:09:35 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Sat Jul 12 14:08:06 GMT 2025","skipped","Sat Jul 12 14:08:06 GMT 2025","","test_wifi","",""
"Test number of running processes is reasonable.","85","test_process_count","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"","63","test_ssh","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"Test temperature sensors if available.","108","test_temperature_sensors","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"","17780","test_dropbear_startup","genexis_pulse-ex400","Sat Jul 12 14:08:02 GMT 2025","passed","Sat Jul 12 14:08:20 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Sat Jul 12 14:09:05 GMT 2025","skipped","Sat Jul 12 14:09:05 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","571","test_filesystem_usage","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:03 GMT 2025","passed","Sat Jul 12 14:10:04 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_shell","","Sat Jul 12 14:08:24 GMT 2025","skipped","Sat Jul 12 14:08:24 GMT 2025","","","",""
"Test temperature sensors if available.","101","test_temperature_sensors","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:04 GMT 2025","passed","Sat Jul 12 14:10:04 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Sat Jul 12 14:09:10 GMT 2025","skipped","Sat Jul 12 14:09:10 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4693","test_wifi_wpa3","genexis_pulse-ex400","Sat Jul 12 14:08:30 GMT 2025","passed","Sat Jul 12 14:08:35 GMT 2025","","test_wifi","",""
"","0","test_https_download","tests","Sat Jul 12 14:09:10 GMT 2025","skipped","Sat Jul 12 14:09:10 GMT 2025","","test_wan","",""
"","258","test_kernel_errors","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:02 GMT 2025","passed","Sat Jul 12 14:10:02 GMT 2025","","test_base","",""
"","81","test_uname","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:01 GMT 2025","passed","Sat Jul 12 14:10:01 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","860","test_filesystem_usage","qemu-x86-64","Sat Jul 12 14:09:07 GMT 2025","passed","Sat Jul 12 14:09:08 GMT 2025","TestSystemHealth","test_system_health","",""
"Test system-wide open file descriptors.","96","test_open_file_descriptors","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"","974","test_firmware_version","tplink_tl-wdr3600-v1","Sat Jul 12 14:09:09 GMT 2025","passed","Sat Jul 12 14:09:10 GMT 2025","","test_base","",""
"Test CPU load is within acceptable limits.","56","test_cpu_load","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:07:57 GMT 2025","TestSystemHealth","test_system_health","",""
"","862","test_lan_interface_address","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:02 GMT 2025","passed","Sat Jul 12 14:10:03 GMT 2025","","test_lan","",""
"","51","test_echo","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Sat Jul 12 14:10:06 GMT 2025","skipped","Sat Jul 12 14:10:06 GMT 2025","","test_base","",""
"","0","test_https_download","tests","Sat Jul 12 14:08:30 GMT 2025","skipped","Sat Jul 12 14:08:30 GMT 2025","","test_wan","",""
"","0","test_sysupgrade_backup_u","tests","Sat Jul 12 14:09:33 GMT 2025","skipped","Sat Jul 12 14:09:33 GMT 2025","","test_base","",""
"","192","test_shell","qemu-x86-64","Sat Jul 12 14:08:59 GMT 2025","passed","Sat Jul 12 14:08:59 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","5739","test_wifi_wpa3","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:04 GMT 2025","passed","Sat Jul 12 14:10:10 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4710","test_wifi_wpa2","genexis_pulse-ex400","Sat Jul 12 14:08:35 GMT 2025","passed","Sat Jul 12 14:08:39 GMT 2025","","test_wifi","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Sat Jul 12 14:09:35 GMT 2025","skipped","Sat Jul 12 14:09:35 GMT 2025","","test_wifi","",""
"","61","test_shell","qemu-malta-be","Sat Jul 12 14:09:28 GMT 2025","passed","Sat Jul 12 14:09:28 GMT 2025","","test_base","",""
"","96","test_ssh","qemu-malta-be","Sat Jul 12 14:09:33 GMT 2025","passed","Sat Jul 12 14:09:33 GMT 2025","","test_base","",""
"","197","test_kernel_errors","genexis_pulse-ex400","Sat Jul 12 14:08:28 GMT 2025","passed","Sat Jul 12 14:08:28 GMT 2025","","test_base","",""
"","218","test_ssh_supported_algorithms","genexis_pulse-ex400","Sat Jul 12 14:08:29 GMT 2025","passed","Sat Jul 12 14:08:29 GMT 2025","","test_network_security","",""
"Test system-wide open file descriptors.","55","test_open_file_descriptors","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:04 GMT 2025","passed","Sat Jul 12 14:10:04 GMT 2025","TestSystemHealth","test_system_health","",""
"","70","test_ssh","genexis_pulse-ex400","Sat Jul 12 14:08:27 GMT 2025","passed","Sat Jul 12 14:08:27 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Sat Jul 12 14:10:15 GMT 2025","skipped","Sat Jul 12 14:10:15 GMT 2025","","test_wifi","",""
"","65","test_free_memory","genexis_pulse-ex400","Sat Jul 12 14:08:28 GMT 2025","passed","Sat Jul 12 14:08:28 GMT 2025","","test_base","",""
"","79","test_ssh","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:01 GMT 2025","passed","Sat Jul 12 14:10:01 GMT 2025","","test_base","",""
"Test and record system uptime.","111","test_system_uptime","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"Test temperature sensors if available.","98","test_temperature_sensors","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:12 GMT 2025","passed","Sat Jul 12 14:10:12 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_apk_procd_installed","tests","Sat Jul 12 14:08:17 GMT 2025","skipped","Sat Jul 12 14:08:17 GMT 2025","","test_apk","",""
"Test memory usage and check for memory leaks.","75","test_memory_usage","tplink_tl-wdr3600-v1","Sat Jul 12 14:10:03 GMT 2025","passed","Sat Jul 12 14:10:03 GMT 2025","TestSystemHealth","test_system_health","",""
"Test CPU load is within acceptable limits.","130","test_cpu_load","qemu-x86-64","Sat Jul 12 14:09:07 GMT 2025","passed","Sat Jul 12 14:09:07 GMT 2025","TestSystemHealth","test_system_health","",""
"","56","test_echo","qemu-malta-be","Sat Jul 12 14:09:33 GMT 2025","passed","Sat Jul 12 14:09:33 GMT 2025","","test_base","",""
"","0","test_apk_procd_installed","tests","Sat Jul 12 14:08:29 GMT 2025","skipped","Sat Jul 12 14:08:29 GMT 2025","","test_apk","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Sat Jul 12 14:09:10 GMT 2025","skipped","Sat Jul 12 14:09:10 GMT 2025","","test_wifi","",""
"Test temperature sensors if available.","57","test_temperature_sensors","genexis_pulse-ex400","Sat Jul 12 14:08:29 GMT 2025","passed","Sat Jul 12 14:08:29 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4490","test_wifi_wpa3","openwrt_one","Sat Jul 12 14:07:57 GMT 2025","passed","Sat Jul 12 14:08:02 GMT 2025","","test_wifi","",""
"","0","test_https_download","tests","Sat Jul 12 14:10:04 GMT 2025","skipped","Sat Jul 12 14:10:04 GMT 2025","","test_wan","",""
"","0","test_opkg_procd_installed","tests","Sat Jul 12 14:10:03 GMT 2025","skipped","Sat Jul 12 14:10:03 GMT 2025","","test_opkg","",""
"","60","test_uname","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"","979","test_firmware_version","genexis_pulse-ex400","Sat Jul 12 14:08:01 GMT 2025","passed","Sat Jul 12 14:08:02 GMT 2025","","test_base","",""
"Test memory usage and check for memory leaks.","59","test_memory_usage","genexis_pulse-ex400","Sat Jul 12 14:08:29 GMT 2025","passed","Sat Jul 12 14:08:29 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_apk_add_ucert","tests","Sat Jul 12 14:07:03 GMT 2025","skipped","Sat Jul 12 14:07:03 GMT 2025","","test_apk","",""
"Test filesystem usage on critical mount points.","281","test_filesystem_usage","qemu-malta-be","Sat Jul 12 14:09:34 GMT 2025","passed","Sat Jul 12 14:09:34 GMT 2025","TestSystemHealth","test_system_health","",""
"","189","test_lan_interface_address","qemu-x86-64","Sat Jul 12 14:09:06 GMT 2025","passed","Sat Jul 12 14:09:06 GMT 2025","","test_lan","",""
"","0","test_sysupgrade_backup","tests","Sat Jul 12 14:10:02 GMT 2025","skipped","Sat Jul 12 14:10:02 GMT 2025","","test_base","",""
"","72","test_ubus_system_board","genexis_pulse-ex400","Sat Jul 12 14:08:27 GMT 2025","passed","Sat Jul 12 14:08:28 GMT 2025","","test_base","",""
"","190","test_ssh","qemu-x86-64","Sat Jul 12 14:09:04 GMT 2025","passed","Sat Jul 12 14:09:05 GMT 2025","","test_base","",""
"","948","test_firmware_version","openwrt_one","Sat Jul 12 14:07:45 GMT 2025","passed","Sat Jul 12 14:07:46 GMT 2025","","test_base","",""
"","3862","test_lan_interface_address","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:07 GMT 2025","passed","Sat Jul 12 14:10:11 GMT 2025","","test_lan","",""
"","254","test_ssh_supported_algorithms","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:11 GMT 2025","passed","Sat Jul 12 14:10:11 GMT 2025","","test_network_security","",""
"Test temperature sensors if available.","42","test_temperature_sensors","qemu-malta-be","Sat Jul 12 14:09:34 GMT 2025","passed","Sat Jul 12 14:09:34 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Sat Jul 12 14:09:34 GMT 2025","skipped","Sat Jul 12 14:09:34 GMT 2025","","test_opkg","",""
"","58","test_ubus_system_board","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"Test CPU load is within acceptable limits.","56","test_cpu_load","qemu-malta-be","Sat Jul 12 14:09:34 GMT 2025","passed","Sat Jul 12 14:09:34 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Sat Jul 12 14:10:12 GMT 2025","skipped","Sat Jul 12 14:10:12 GMT 2025","","test_wan","",""
"","0","test_sysupgrade_backup","tests","Sat Jul 12 14:10:06 GMT 2025","skipped","Sat Jul 12 14:10:06 GMT 2025","","test_base","",""
"","120","test_echo","qemu-x86-64","Sat Jul 12 14:09:05 GMT 2025","passed","Sat Jul 12 14:09:05 GMT 2025","","test_base","",""
"Test and record system uptime.","96","test_system_uptime","qemu-malta-be","Sat Jul 12 14:09:34 GMT 2025","passed","Sat Jul 12 14:09:34 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Sat Jul 12 14:07:57 GMT 2025","skipped","Sat Jul 12 14:07:57 GMT 2025","","test_opkg","",""
"","0","test_sysupgrade_backup_u","tests","Sat Jul 12 14:10:02 GMT 2025","skipped","Sat Jul 12 14:10:02 GMT 2025","","test_base","",""
"","0","test_apk_procd_installed","tests","Sat Jul 12 14:07:03 GMT 2025","skipped","Sat Jul 12 14:07:03 GMT 2025","","test_apk","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4834","test_wifi_wpa2","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:18 GMT 2025","passed","Sat Jul 12 14:10:23 GMT 2025","","test_wifi","",""
"","657","test_shell","tplink_tl-wdr3600-v1","Sat Jul 12 14:09:09 GMT 2025","passed","Sat Jul 12 14:09:09 GMT 2025","","test_base","",""
"","95","test_ubus_system_board","tplink_tl-wr1043nd-v3","Sat Jul 12 14:10:06 GMT 2025","passed","Sat Jul 12 14:10:06 GMT 2025","","test_base","",""
"","0","test_apk_procd_installed","tests","Sat Jul 12 14:07:04 GMT 2025","skipped","Sat Jul 12 14:07:04 GMT 2025","","test_apk","",""
"","53","test_free_memory","openwrt_one","Sat Jul 12 14:07:55 GMT 2025","passed","Sat Jul 12 14:07:55 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Sat Jul 12 14:08:39 GMT 2025","skipped","Sat Jul 12 14:08:39 GMT 2025","","test_wifi","",""
"Check kernel ring buffer for critical errors.","116","test_kernel_ring_buffer","genexis_pulse-ex400","Sat Jul 12 14:08:29 GMT 2025","passed","Sat Jul 12 14:08:30 GMT 2025","TestSystemHealth","test_system_health","",""
