"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 23 15:56:37 GMT 2025","Mon Jun 23 15:56:37 GMT 2025","655","genexis-pulse-ex400","test_base","","","","test_free_memory",""
"passed","Mon Jun 23 15:58:02 GMT 2025","Mon Jun 23 15:58:06 GMT 2025","3854","turris-omnia","test_lan","","","","test_lan_interface_address",""
"passed","Mon Jun 23 15:56:28 GMT 2025","Mon Jun 23 15:56:28 GMT 2025","49","openwrt-one","test_base","","","","test_ssh",""
"skipped","Mon Jun 23 15:56:21 GMT 2025","Mon Jun 23 15:56:21 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Mon Jun 23 15:55:39 GMT 2025","Mon Jun 23 15:55:39 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Mon Jun 23 15:57:01 GMT 2025","Mon Jun 23 15:57:01 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Mon Jun 23 15:56:56 GMT 2025","Mon Jun 23 15:57:00 GMT 2025","3996","genexis-pulse-ex400","test_base","","","","test_kernel_errors",""
"passed","Mon Jun 23 15:56:37 GMT 2025","Mon Jun 23 15:56:51 GMT 2025","13132","genexis-pulse-ex400","test_base","","","","test_dropbear_startup",""
"skipped","Mon Jun 23 15:56:56 GMT 2025","Mon Jun 23 15:56:56 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Mon Jun 23 15:56:34 GMT 2025","Mon Jun 23 15:56:34 GMT 2025","609","genexis-pulse-ex400","test_base","","","","test_shell",""
"passed","Mon Jun 23 15:56:28 GMT 2025","Mon Jun 23 15:56:32 GMT 2025","3712","openwrt-one","test_base","","","","test_kernel_errors",""
"passed","Mon Jun 23 15:56:35 GMT 2025","Mon Jun 23 15:56:36 GMT 2025","700","genexis-pulse-ex400","test_base","","","","test_uname",""
"passed","Mon Jun 23 15:57:26 GMT 2025","Mon Jun 23 15:57:29 GMT 2025","2622","turris-omnia","test_base","","","","test_shell",""
"skipped","Mon Jun 23 15:56:33 GMT 2025","Mon Jun 23 15:56:33 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Mon Jun 23 15:58:06 GMT 2025","Mon Jun 23 15:58:06 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Mon Jun 23 15:55:39 GMT 2025","Mon Jun 23 15:55:39 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Mon Jun 23 15:57:54 GMT 2025","Mon Jun 23 15:57:54 GMT 2025","51","turris-omnia","test_base","","","","test_ssh",""
"skipped","Mon Jun 23 15:58:06 GMT 2025","Mon Jun 23 15:58:06 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Mon Jun 23 15:56:33 GMT 2025","Mon Jun 23 15:56:33 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Mon Jun 23 15:58:06 GMT 2025","Mon Jun 23 15:58:06 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Mon Jun 23 15:56:23 GMT 2025","Mon Jun 23 15:56:24 GMT 2025","702","openwrt-one","test_base","","","","test_free_memory",""
"passed","Mon Jun 23 15:57:29 GMT 2025","Mon Jun 23 15:57:32 GMT 2025","3823","turris-omnia","test_base","","","","test_echo",""
"skipped","Mon Jun 23 15:56:21 GMT 2025","Mon Jun 23 15:56:21 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Mon Jun 23 15:57:35 GMT 2025","Mon Jun 23 15:57:40 GMT 2025","4317","turris-omnia","test_base","","","","test_ubus_system_board",""
"skipped","Mon Jun 23 15:57:54 GMT 2025","Mon Jun 23 15:57:54 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Mon Jun 23 15:57:54 GMT 2025","Mon Jun 23 15:57:54 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Mon Jun 23 15:57:32 GMT 2025","Mon Jun 23 15:57:35 GMT 2025","2932","turris-omnia","test_base","","","","test_uname",""
"passed","Mon Jun 23 15:56:21 GMT 2025","Mon Jun 23 15:56:22 GMT 2025","816","openwrt-one","test_base","","","","test_echo",""
"passed","Mon Jun 23 15:57:54 GMT 2025","Mon Jun 23 15:58:02 GMT 2025","7693","turris-omnia","test_base","","","","test_kernel_errors",""
